model,dataset,schema,seed,emotion,f1,support
naive_bayes_tfidf,go_emotions,native,42,admiration,0.37551020408163266,504
naive_bayes_tfidf,go_emotions,native,42,amusement,0.19411764705882353,264
naive_bayes_tfidf,go_emotions,native,42,anger,0.15613382899628253,198
naive_bayes_tfidf,go_emotions,native,42,annoyance,0.03617571059431524,320
naive_bayes_tfidf,go_emotions,native,42,approval,0.07194244604316546,351
naive_bayes_tfidf,go_emotions,native,42,caring,0.09836065573770492,135
naive_bayes_tfidf,go_emotions,native,42,confusion,0.010309278350515464,153
naive_bayes_tfidf,go_emotions,native,42,curiosity,0.09742120343839542,284
naive_bayes_tfidf,go_emotions,native,42,desire,0.03361344537815126,83
naive_bayes_tfidf,go_emotions,native,42,disappointment,0.041237113402061855,151
naive_bayes_tfidf,go_emotions,native,42,disapproval,0.03761755485893417,267
naive_bayes_tfidf,go_emotions,native,42,disgust,0.14035087719298245,123
naive_bayes_tfidf,go_emotions,native,42,embarrassment,0.029850746268656716,37
naive_bayes_tfidf,go_emotions,native,42,excitement,0.05228758169934641,103
naive_bayes_tfidf,go_emotions,native,42,fear,0.10344827586206896,78
naive_bayes_tfidf,go_emotions,native,42,gratitude,0.6787479406919276,352
naive_bayes_tfidf,go_emotions,native,42,grief,0.058823529411764705,6
naive_bayes_tfidf,go_emotions,native,42,joy,0.10138248847926268,161
naive_bayes_tfidf,go_emotions,native,42,love,0.3595505617977528,238
naive_bayes_tfidf,go_emotions,native,42,nervousness,0.0,23
naive_bayes_tfidf,go_emotions,native,42,optimism,0.14285714285714285,186
naive_bayes_tfidf,go_emotions,native,42,pride,0.0,16
naive_bayes_tfidf,go_emotions,native,42,realization,0.021739130434782608,145
naive_bayes_tfidf,go_emotions,native,42,relief,0.0,11
naive_bayes_tfidf,go_emotions,native,42,remorse,0.08333333333333333,56
naive_bayes_tfidf,go_emotions,native,42,sadness,0.14084507042253522,156
naive_bayes_tfidf,go_emotions,native,42,surprise,0.043243243243243246,141
naive_bayes_tfidf,go_emotions,native,42,neutral,0.5041077883667433,1787
naive_bayes_tfidf,go_emotions,native,43,admiration,0.37551020408163266,504
naive_bayes_tfidf,go_emotions,native,43,amusement,0.19411764705882353,264
naive_bayes_tfidf,go_emotions,native,43,anger,0.15613382899628253,198
naive_bayes_tfidf,go_emotions,native,43,annoyance,0.03617571059431524,320
naive_bayes_tfidf,go_emotions,native,43,approval,0.07194244604316546,351
naive_bayes_tfidf,go_emotions,native,43,caring,0.09836065573770492,135
naive_bayes_tfidf,go_emotions,native,43,confusion,0.010309278350515464,153
naive_bayes_tfidf,go_emotions,native,43,curiosity,0.09742120343839542,284
naive_bayes_tfidf,go_emotions,native,43,desire,0.03361344537815126,83
naive_bayes_tfidf,go_emotions,native,43,disappointment,0.041237113402061855,151
naive_bayes_tfidf,go_emotions,native,43,disapproval,0.03761755485893417,267
naive_bayes_tfidf,go_emotions,native,43,disgust,0.14035087719298245,123
naive_bayes_tfidf,go_emotions,native,43,embarrassment,0.029850746268656716,37
naive_bayes_tfidf,go_emotions,native,43,excitement,0.05228758169934641,103
naive_bayes_tfidf,go_emotions,native,43,fear,0.10344827586206896,78
naive_bayes_tfidf,go_emotions,native,43,gratitude,0.6787479406919276,352
naive_bayes_tfidf,go_emotions,native,43,grief,0.058823529411764705,6
naive_bayes_tfidf,go_emotions,native,43,joy,0.10138248847926268,161
naive_bayes_tfidf,go_emotions,native,43,love,0.3595505617977528,238
naive_bayes_tfidf,go_emotions,native,43,nervousness,0.0,23
naive_bayes_tfidf,go_emotions,native,43,optimism,0.14285714285714285,186
naive_bayes_tfidf,go_emotions,native,43,pride,0.0,16
naive_bayes_tfidf,go_emotions,native,43,realization,0.021739130434782608,145
naive_bayes_tfidf,go_emotions,native,43,relief,0.0,11
naive_bayes_tfidf,go_emotions,native,43,remorse,0.08333333333333333,56
naive_bayes_tfidf,go_emotions,native,43,sadness,0.14084507042253522,156
naive_bayes_tfidf,go_emotions,native,43,surprise,0.043243243243243246,141
naive_bayes_tfidf,go_emotions,native,43,neutral,0.5041077883667433,1787
naive_bayes_tfidf,go_emotions,native,44,admiration,0.37551020408163266,504
